"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Tot.logged.hours","Avg.logged.hours","Tot.leaves.taken","Tot.excess.logged","Avg.excess.logged"
"596",596,19,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",191970,1,"Y",12,8,0,1,2,1,0,0,3,1,3,3,3,1741.1,7.28,10,170.9,0.72
"597",597,45,"No","Travel_Rarely","Research & Development",22,3,"Life Sciences",1,"Female",2,"Sales Representative","Married",132120,4,"Y",13,8,0,7,4,3,0,2,1,3,2,3,3,2146.9,8.8,5,194.9,0.8
"598",598,37,"No","Travel_Rarely","Research & Development",14,4,"Life Sciences",1,"Male",3,"Research Scientist","Married",65770,1,"Y",13,8,0,14,1,14,3,11,4,4,2,1,3,1646.7,6.78,6,297.3,1.22
"599",599,20,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",5,"Research Director","Single",83920,1,"Y",17,8,0,2,5,2,1,2,1,3,2,3,3,1567.9,6.7,15,304.1,1.3
"600",600,44,"Yes","Travel_Rarely","Human Resources",6,2,"Human Resources",1,"Male",3,"Sales Executive","Single",45580,1,"Y",13,8,1,6,2,6,0,2,3,3,3,1,3,2402.7,10.4,18,554.7,2.4
"601",601,53,"No","Travel_Rarely","Research & Development",6,4,"Life Sciences",1,"Male",1,"Research Director","Divorced",40310,3,"Y",12,8,1,26,3,7,4,7,4,3,3,2,3,1456.8,6,6,487.2,2
"602",602,29,"No","Travel_Rarely","Research & Development",23,3,"Medical",1,"Male",1,"Sales Executive","Married",79690,0,"Y",14,8,0,6,3,5,1,3,2,4,2,3,3,2108.4,8.9,12,212.4,0.9
"603",603,22,"Yes","Travel_Frequently","Research & Development",22,4,"Medical",1,"Male",1,"Sales Representative","Married",26540,0,"Y",24,8,0,1,5,0,0,0,3,4,3,2,4,2341.6,9.88,12,445.6,1.88
"604",604,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",165550,8,"Y",14,8,2,28,4,26,15,9,3,1,3,3,3,1414.6,5.99,13,473.4,2.01
"605",605,44,"No","Non-Travel","Research & Development",20,3,"Life Sciences",1,"Male",1,"Sales Representative","Single",45560,2,"Y",13,8,0,6,4,0,0,0,4,3,3,3,3,1431.3,6.17,17,424.7,1.83
"606",606,33,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences",1,"Female",1,"Manager","Married",60910,1,"Y",15,8,0,5,6,5,1,4,2,3,3,1,3,1853.3,7.82,12,42.7,0.18
"607",607,41,"Yes","Non-Travel","Research & Development",12,3,"Life Sciences",1,"Male",2,"Sales Representative","Divorced",195660,6,"Y",16,8,0,5,2,1,0,0,1,1,1,4,3,1722.7,7.18,9,197.3,0.82
"608",608,30,"No","Travel_Rarely","Sales",20,3,"Marketing",1,"Male",3,"Sales Executive","Divorced",48100,8,"Y",18,8,0,8,3,4,0,3,3,1,3,2,3,1754,7.5,15,118,0.5
"609",609,40,"No","Travel_Frequently","Sales",9,3,"Medical",1,"Male",1,"Manufacturing Director","Married",45230,5,"Y",16,8,1,5,5,0,0,0,2,2,3,4,3,1534.8,6.79,23,273.2,1.21
"610",610,50,"No","Travel_Frequently","Research & Development",25,4,"Life Sciences",1,"Female",2,"Healthcare Representative","Married",32020,2,"Y",24,8,1,32,2,2,2,2,4,1,3,3,4,1727.8,7.23,10,184.2,0.77
"611",611,28,"No","Travel_Rarely","Research & Development",6,3,"Technical Degree",1,"Male",2,"Research Scientist","Married",23510,1,"Y",16,8,0,6,4,6,3,3,4,1,3,3,3,1626.7,7.2,23,181.3,0.8
"612",612,46,"No","Travel_Rarely","Research & Development",8,4,"Other",1,"Male",3,"Manager","Married",17020,5,"Y",21,8,0,25,2,4,0,3,4,2,3,3,4,1727.4,7.29,12,168.6,0.71
"613",613,35,"No","Travel_Rarely","Sales",4,4,"Marketing",1,"Male",1,"Laboratory Technician","Married",180410,3,"Y",20,8,1,15,3,7,1,7,3,1,3,2,4,2005.3,8.5,13,117.3,0.5
"614",614,24,"Yes","Travel_Rarely","Human Resources",28,4,"Human Resources",1,"Male",3,"Manufacturing Director","Married",28860,1,"Y",19,8,1,1,5,1,0,0,4,2,1,3,3,1489.4,6.56,22,326.6,1.44
"615",615,33,"No","Travel_Frequently","Research & Development",9,2,"Medical",1,"Female",1,"Sales Executive","Married",20970,1,"Y",14,8,2,10,5,10,0,1,2,3,2,2,3,1360,6.02,23,448,1.98
"616",616,36,"No","Travel_Rarely","Research & Development",9,2,"Medical",1,"Male",2,"Sales Executive","Divorced",119350,1,"Y",11,8,3,7,6,7,1,7,3,3,3,4,3,1508.2,6.59,20,323.8,1.41
"617",617,30,"No","Travel_Rarely","Sales",29,3,"Marketing",1,"Male",1,"Sales Executive","Divorced",25460,1,"Y",14,8,1,10,2,10,8,9,3,3,2,3,3,1454,6.01,7,482,1.99
"618",618,44,"No","Travel_Rarely","Research & Development",3,4,"Medical",1,"Male",2,"Research Scientist","Single",25640,1,"Y",12,8,3,20,3,20,13,17,4,4,3,1,3,1798.8,7.59,12,97.2,0.41
"619",619,20,"No","Travel_Rarely","Research & Development",18,4,"Medical",1,"Male",1,"Human Resources","Single",84120,1,"Y",13,8,0,2,2,2,2,2,3,4,3,2,3,1494.7,6.28,11,409.3,1.72
"620",620,46,"No","Travel_Rarely","Sales",9,1,"Medical",1,"Female",1,"Sales Executive","Divorced",141180,2,"Y",22,8,0,12,3,6,1,4,4,4,2,3,4,1429.8,6.22,19,410.2,1.78
"621",621,42,"No","Non-Travel","Research & Development",5,4,"Medical",1,"Male",5,"Sales Executive","Married",170460,7,"Y",11,8,0,10,3,4,0,3,4,1,4,2,3,1800.1,7.5,9,119.9,0.5
"622",622,60,"No","Travel_Rarely","Sales",2,2,"Life Sciences",1,"Male",2,"Sales Executive","Divorced",25640,0,"Y",14,8,1,12,3,11,1,9,2,4,3,3,3,2059.6,8.62,10,147.6,0.62
"623",623,32,"No","Travel_Frequently","Sales",10,3,"Life Sciences",1,"Female",1,"Sales Executive","Married",102660,1,"Y",11,8,0,2,3,2,2,2,3,2,3,3,3,1708.2,7.27,14,171.8,0.73
"624",624,32,"No","Travel_Frequently","Research & Development",9,3,"Life Sciences",1,"Female",2,"Research Scientist","Single",50700,4,"Y",12,8,1,10,6,8,0,7,4,3,3,3,3,1964.6,8.4,15,92.6,0.4
"625",625,36,"No","Travel_Rarely","Sales",3,2,"Marketing",1,"Male",4,"Healthcare Representative","Divorced",178610,2,"Y",18,8,0,17,2,7,7,7,3,1,3,2,3,1912.5,8.04,11,8.5,0.04
"626",626,33,"No","Travel_Rarely","Sales",26,2,"Marketing",1,"Male",1,"Research Scientist","Married",42300,0,"Y",12,8,0,15,0,14,4,10,1,4,3,3,3,1416.9,6.06,15,455.1,1.94
"627",627,40,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",2,"Research Scientist","Divorced",37800,7,"Y",12,8,0,7,2,5,1,3,2,2,4,1,3,1676.4,7.29,19,163.6,0.71
"628",628,25,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Female",1,"Laboratory Technician","Single",27680,0,"Y",22,8,1,5,0,4,1,1,3,4,3,3,4,1956,8.02,5,4,0.02
"629",629,30,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Female",1,"Research Scientist","Married",90710,0,"Y",19,8,1,12,2,11,5,7,4,2,3,2,3,2185.5,9.18,11,281.5,1.18
"630",630,42,"No","Travel_Frequently","Human Resources",8,2,"Medical",1,"Male",1,"Sales Executive","Married",106480,3,"Y",13,8,1,20,1,1,0,0,1,1,3,3,3,2335.2,9.53,4,375.2,1.53
"631",631,35,"No","Non-Travel","Research & Development",1,1,"Life Sciences",1,"Male",2,"Sales Executive","Married",136100,4,"Y",22,8,2,16,4,13,4,12,3,4,2,2,4,2393,9.81,5,441,1.81
"632",632,27,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Male",3,"Manufacturing Director","Married",34080,1,"Y",24,8,0,9,2,9,6,8,1,1,2,3,4,2137.9,9.18,16,273.9,1.18
"633",633,54,"No","Travel_Frequently","Research & Development",9,2,"Medical",1,"Male",2,"Sales Representative","Divorced",29830,7,"Y",14,8,1,33,2,5,1,4,4,3,1,2,3,1509.9,6.32,10,402.1,1.68
"634",634,44,"No","Travel_Rarely","Human Resources",4,4,"Life Sciences",1,"Male",5,"Laboratory Technician","Married",76320,1,"Y",21,8,0,10,3,10,7,7,1,4,3,3,4,1405.8,6.01,15,466.2,1.99
"635",635,19,"Yes","Non-Travel","Sales",2,2,"Other",1,"Male",3,"Healthcare Representative","Single",98240,1,"Y",18,8,0,1,2,1,0,0,1,2,4,3,3,1980.1,8.39,13,92.1,0.39
"636",636,29,"No","Travel_Rarely","Research & Development",19,4,"Life Sciences",1,"Male",1,"Manufacturing Director","Divorced",99500,1,"Y",20,8,0,3,3,3,1,2,1,4,3,3,4,1696.7,7.38,19,143.3,0.62
"637",637,54,"No","Travel_Rarely","Research & Development",9,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",20930,3,"Y",19,8,0,36,2,10,0,9,4,4,3,3,3,1871.1,7.67,5,80.9,0.33
"638",638,31,"No","Travel_Rarely","Research & Development",21,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",99800,1,"Y",12,8,0,6,1,6,0,1,3,1,2,3,3,2061.8,8.59,9,141.8,0.59
"639",639,31,"No","Travel_Rarely","Sales",24,1,"Marketing",1,"Female",1,"Sales Executive","Single",38940,1,"Y",12,8,0,10,3,10,1,8,3,1,3,4,3,1715.6,7.27,13,172.4,0.73
"640",640,59,"No","Travel_Rarely","Research & Development",3,4,"Technical Degree",1,"Male",1,"Research Scientist","Single",40510,5,"Y",16,8,3,13,3,6,0,5,3,4,3,3,3,1769.1,7.37,9,150.9,0.63
"641",641,43,"No","Travel_Rarely","Research & Development",11,2,"Life Sciences",1,"Male",3,"Laboratory Technician","Married",168350,3,"Y",17,8,1,25,3,8,0,7,3,4,3,3,3,1569.3,6.59,11,334.7,1.41
"642",642,49,"No","Travel_Rarely","Sales",14,4,"Life Sciences",1,"Male",2,"Research Scientist","Married",62300,2,"Y",14,8,0,23,2,1,0,0,1,3,4,2,3,1534.6,6.7,20,297.4,1.3
"643",643,36,"No","Travel_Frequently","Sales",5,2,"Marketing",1,"Female",1,"Laboratory Technician","Married",47170,1,"Y",19,8,1,12,3,11,0,7,3,2,2,3,3,1479.3,6.09,6,464.7,1.91
"644",644,48,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",132370,5,"Y",13,8,1,7,2,1,0,0,4,2,2,4,3,1471.9,6.08,7,464.1,1.92
"645",645,27,"No","Travel_Rarely","Research & Development",6,4,"Life Sciences",1,"Male",2,"Laboratory Technician","Divorced",37550,1,"Y",19,8,0,5,2,5,0,3,1,3,3,3,3,1844.5,7.98,18,3.50000000000001,0.02
"646",646,29,"No","Travel_Rarely","Sales",17,4,"Medical",1,"Male",1,"Laboratory Technician","Divorced",65820,1,"Y",19,8,1,6,3,6,1,0,3,4,3,3,3,2155.3,8.8,4,195.3,0.8
"647",647,48,"No","Travel_Rarely","Sales",1,1,"Marketing",1,"Male",2,"Manufacturing Director","Single",74060,6,"Y",14,8,2,25,2,1,0,0,4,4,4,3,3,1489.9,6.18,8,438.1,1.82
"648",648,29,"No","Travel_Rarely","Research & Development",3,3,"Technical Degree",1,"Female",2,"Healthcare Representative","Divorced",48050,2.69483033477568,"Y",16,8,1,9,2,7,1,7,4,4,2,3,3,1646.1,6.92,11,257.9,1.08
"649",649,34,"No","Travel_Rarely","Sales",9,4,"Medical",1,"Female",2,"Laboratory Technician","Married",27410,0,"Y",15,8,1,2,3,1,0,0,3,3,2,3,3,1424,5.98,11,480,2.02
"650",650,44,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Female",1,"Laboratory Technician","Married",42620,7,"Y",18,8,0,26,2,22,3,10,2,2,3,3,3,1636.2,7.02,16,227.8,0.98
"651",651,33,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Female",2,"Research Scientist","Divorced",161840,0,"Y",13,8,1,10,2,9,0,8,4,3,3,4,3,2580.5,11.03,15,708.5,3.03
"652",652,19,"No","Travel_Rarely","Sales",2,4,"Marketing",1,"Male",3,"Laboratory Technician","Single",115570,1,"Y",22,8,0,1,0,1,0,1,2,4,3,3,4,2512.2,10.78,16,648.2,2.78
"653",653,23,"No","Travel_Rarely","Sales",2,3,"Medical",1,"Male",3,"Laboratory Technician","Married",18780,1,"Y",13,8,1,1,2,1,0,1,4,3,3,3,3,1700.1,7.49,22,115.9,0.51
"654",654,25,"Yes","Travel_Frequently","Research & Development",1,1,"Life Sciences",1,"Male",1,"Manufacturing Director","Single",109320,1,"Y",11,8,1,1,3,1,1,0,3,4,3,3,3,2246.7,9.21,5,294.7,1.21
"655",655,26,"No","Travel_Rarely","Human Resources",9,3,"Life Sciences",1,"Male",2,"Research Scientist","Single",68110,1,"Y",11,8,1,8,4,8,2,2,3,4,2,3,3,2129.1,8.69,4,169.1,0.69
"656",656,45,"Yes","Travel_Rarely","Human Resources",12,3,"Human Resources",1,"Male",2,"Laboratory Technician","Single",43060,2,"Y",11,8,2,26,3,24,1,11,1,2,3,3,3,2282,9.88,18,434,1.88
"657",657,55,"No","Non-Travel","Research & Development",27,3,"Life Sciences",1,"Female",2,"Manager","Divorced",48590,1,"Y",24,8,1,34,3,33,15,0,4,2,3,4,4,2309.6,9.62,9,389.6,1.62
"658",658,21,"Yes","Travel_Frequently","Research & Development",20,2,"Medical",1,"Female",4,"Research Scientist","Single",53370,1,"Y",14,8,1,2,2,2,2,2,1,3,1,3,3,1830.4,7.6,8,97.6,0.4
"659",659,46,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",23400,2,"Y",13,8,1,26,2,11,0,8,4,2,3,1,3,1642.6,6.9,11,261.4,1.1
"660",660,34,"No","Travel_Rarely","Sales",13,4,"Medical",1,"Male",3,"Sales Representative","Single",74910,0,"Y",14,8,1,4,3,3,0,2,3,1,3,2,3,2140.3,8.92,9,220.3,0.92
"661",661,51,"No","Travel_Frequently","Research & Development",14,3,"Life Sciences",1,"Male",2,"Research Director","Divorced",105270,4,"Y",14,8,0,31,3,29,11,10,4,2,2,3,3,2702.4,10.99,3,734.4,2.99
"662",662,59,"No","Travel_Rarely","Research & Development",4,2,"Life Sciences",1,"Male",2,"Research Scientist","Single",165950,6,"Y",21,8,1,25,2,9,5,4,4,4,2,3,4,1542.5,6.59,15,329.5,1.41
"663",663,34,"No","Travel_Frequently","Sales",14,4,"Medical",1,"Female",3,"Research Scientist","Divorced",88340,4,"Y",13,8,1,15,1,11,5,10,3,2,4,3,3,1631.2,6.8,9,288.8,1.2
"664",664,28,"No","Travel_Frequently","Research & Development",2,3,"Other",1,"Female",1,"Manager","Single",55770,0,"Y",19,8,0,5,3,4,0,2,4,3,2,3,3,2386.1,10.37,19,546.1,2.37
"665",665,44,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",47070,1,"Y",17,8,0,26,4,25,14,13,3,1,2,1,3,1835.3,7.81,14,44.7,0.19
"666",666,34,"No","Travel_Frequently","Sales",1,3,"Life Sciences",1,"Male",2,"Sales Executive","Married",24000,4,"Y",18,8,1,14,3,10,1,8,3,2,4,3,3,1762.5,7.5,14,117.5,0.5
"667",667,35,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences",1,"Male",4,"Healthcare Representative","Married",98240,0,"Y",19,8,0,4,2,3,2,2,3,3,3,3,3,2578.7,10.48,3,610.7,2.48
"668",668,42,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences",1,"Female",1,"Manager","Married",64470,6,"Y",13,8,0,18,3,1,0,0,2,2,3,3,3,2204.1,9.42,15,332.1,1.42
"669",669,43,"No","Travel_Rarely","Research & Development",7,2,"Medical",1,"Female",1,"Laboratory Technician","Single",195020,3,"Y",18,8,2,23,3,21,15,17,4,4,4,4,3,1480.8,6.41,18,367.2,1.59
"670",670,36,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",1,"Healthcare Representative","Single",27250,9,"Y",21,8,1,18,4,16,5,12,3,2,3,2,4,2620.7,10.61,2,644.7,2.61
"671",671,44,"Yes","Travel_Rarely","Research & Development",21,4,"Life Sciences",1,"Female",2,"Laboratory Technician","Married",62720,1,"Y",19,8,1,10,3,10,0,5,1,4,3,3,3,1417.2,5.98,12,478.8,2.02
"672",672,28,"No","Travel_Frequently","Research & Development",2,3,"Life Sciences",1,"Female",2,"Sales Representative","Married",21270,1,"Y",14,8,0,2,3,2,2,2,4,4,3,3,3,2251.8,9.71,17,395.8,1.71
"673",673,51,"No","Travel_Frequently","Sales",21,4,"Medical",1,"Male",2,"Research Scientist","Single",182000,0,"Y",17,8,0,8,3,7,7,7,2,3,2,3,3,1600,6.99,20,232,1.01
"674",674,30,"No","Non-Travel","Research & Development",2,4,"Other",1,"Male",1,"Research Scientist","Single",20960,7,"Y",11,8,3,10,2,8,1,7,3,3,3,3,3,2321,9.51,5,369,1.51
"675",675,29,"Yes","Travel_Rarely","Research & Development",29,4,"Technical Degree",1,"Female",1,"Sales Representative","Divorced",28860,3,"Y",13,8,0,10,4,7,7,7,2,3,3,3,3,1968,8.41,15,96,0.41
"676",676,28,"No","Travel_Rarely","Sales",1,4,"Life Sciences",1,"Female",2,"Sales Representative","Single",20330,2,"Y",15,8,1,5,5,3,1,2,4,1,2,3,3,1584.9,6.8,16,279.1,1.2
"677",677,25,"No","Travel_Rarely","Research & Development",18,2,"Life Sciences",1,"Male",1,"Research Scientist","Single",36220,1,"Y",25,8,0,2,0,2,2,1,4,2,2,3,4,1852.2,7.98,17,3.80000000000001,0.02
"678",678,32,"No","Travel_Rarely","Research & Development",10,4,"Other",1,"Female",1,"Sales Executive","Married",42330,1,"Y",11,8,0,10,5,10,0,8,3,4,4,3,3,1544.1,6.8,22,271.9,1.2
"679",679,45,"No","Travel_Frequently","Research & Development",19,3,"Medical",1,"Male",3,"Laboratory Technician","Single",36810,3,"Y",17,8,1,22,2,0,0,0,3,2,3,3,3,1450.7,6.02,8,477.3,1.98
"680",680,39,"No","Travel_Rarely","Sales",29,1,"Marketing",1,"Female",1,"Laboratory Technician","Divorced",54600,6,"Y",13,8,2,21,3,19,15,2,3,2,3,3,3,2046.7,8.39,5,94.7,0.39
"681",681,58,"No","Travel_Rarely","Research & Development",27,3,"Other",1,"Male",2,"Laboratory Technician","Divorced",21870,1,"Y",18,8,1,2,1,2,2,2,1,3,3,1,3,1376.4,6.04,21,447.6,1.96
"682",682,32,"Yes","Travel_Rarely","Research & Development",5,3,"Technical Degree",1,"Female",1,"Sales Executive","Married",96020,1,"Y",13,8,1,10,3,10,1,1,4,3,3,3,3,1545.4,6.49,11,358.6,1.51
"683",683,39,"Yes","Travel_Rarely","Research & Development",18,2,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",28360,0,"Y",20,8,0,6,3,5,0,3,3,1,3,2,4,1868.4,7.72,7,67.6,0.28
"684",684,30,"No","Travel_Rarely","Sales",9,1,"Marketing",1,"Male",4,"Research Director","Married",40890,0,"Y",18,8,0,10,2,9,6,7,1,4,3,4,3,1475.4,6.23,12,420.6,1.77
"685",685,36,"No","Travel_Rarely","Sales",1,3,"Marketing",1,"Male",2,"Sales Executive","Married",166270,3,"Y",12,8,0,10,5,7,1,7,4,3,3,2,3,1613.4,6.72,9,306.6,1.28
"686",686,46,"No","Travel_Rarely","Sales",4,3,"Medical",1,"Male",1,"Research Scientist","Single",26190,6,"Y",12,8,1,10,3,7,5,7,4,1,4,2,3,1819,7.71,13,69,0.29
"687",687,28,"No","Non-Travel","Research & Development",1,3,"Medical",1,"Male",5,"Sales Executive","Married",56790,0,"Y",13,8,0,10,2,9,7,5,3,4,3,2,3,1899.3,8.01,12,3.29999999999999,0.01
"688",688,50,"No","Travel_Rarely","Research & Development",20,2,"Medical",1,"Female",5,"Laboratory Technician","Married",154020,4,"Y",21,8,0,25,3,3,1,2,4,1,3,2,4,2424.4,10.41,16,560.4,2.41
"689",689,40,"Yes","Travel_Rarely","Sales",8,1,"Other",1,"Male",1,"Laboratory Technician","Single",59850,2,"Y",13,8,3,9,1,5,1,0,4,2,3,2,3,2342.2,9.8,10,430.2,1.8
"690",690,52,"Yes","Travel_Rarely","Research & Development",3,2,"Technical Degree",1,"Male",3,"Laboratory Technician","Single",25790,9,"Y",19,8,1,10,1,8,7,7,2,2,2,3,3,2374.7,9.98,11,470.7,1.98
"691",691,30,"No","Travel_Rarely","Research & Development",6,4,"Medical",1,"Female",1,"Sales Executive","Married",30410,1,"Y",11,8,1,9,2,9,0,8,2,1,3,2,3,2539.2,10.41,5,587.2,2.41
"692",692,39,"No","Travel_Rarely","Research & Development",26,1,"Medical",1,"Male",2,"Healthcare Representative","Single",34470,0,"Y",14,8,0,9,5,8,1,7,1,3,3,3,3,1465.8,6.01,5,486.2,1.99
"693",693,31,"No","Non-Travel","Research & Development",1,2,"Medical",1,"Male",1,"Sales Executive","Divorced",195130,1,"Y",12,8,1,10,1,10,9,6,4,3,2,2,3,2322.2,10.1,19,482.2,2.1
"694",694,41,"No","Non-Travel","Sales",6,3,"Life Sciences",1,"Female",1,"Research Director","Single",27730,1,"Y",11,8,0,19,3,19,11,9,3,2,3,3,3,1815.3,7.82,17,40.7,0.18
"695",695,31,"Yes","Travel_Frequently","Research & Development",3,1,"Life Sciences",1,"Male",1,"Sales Executive","Single",71040,1,"Y",14,8,1,3,3,3,2,2,4,2,4,3,3,2133.9,9.08,14,253.9,1.08
"696",696,44,"Yes","Travel_Rarely","Sales",5,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",63220,4,"Y",11,8,1,10,2,3,1,2,1,1,4,3,3,1370.7,5.99,20,461.3,2.01
"697",697,42,"No","Non-Travel","Research & Development",4,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",20830,0,"Y",12,8,2,21,3,20,2,10,3,3,2,2,3,2314.6,9.68,10,402.6,1.68
"698",698,55,"No","Travel_Rarely","Sales",11,3,"Technical Degree",1,"Male",2,"Manufacturing Director","Married",83810,4,"Y",15,8,1,23,3,19,9,11,4,3,3,3,3,1505.6,6.6,21,318.4,1.4
"699",699,56,"No","Travel_Rarely","Sales",3,2,"Medical",1,"Female",3,"Manufacturing Director","Single",26910,6,"Y",16,8,1,36,6,7,7,7,4,2,3,3,3,1857.2,8.01,17,1.19999999999999,0.01
"700",700,40,"No","Non-Travel","Research & Development",1,1,"Life Sciences",1,"Male",1,"Laboratory Technician","Divorced",42860,9,"Y",15,8,0,6,6,4,0,0,3,3,3,3,3,1753.4,7.31,9,166.6,0.69
"701",701,34,"No","Travel_Rarely","Research & Development",3,2,"Technical Degree",1,"Male",2,"Research Director","Divorced",26590,0,"Y",24,8,3,10,2,9,1,6,4,4,2,3,4,1763.4,7.38,10,148.6,0.62
"702",702,40,"No","Travel_Rarely","Sales",4,3,"Medical",1,"Male",2,"Sales Executive","Single",94340,1,"Y",13,8,1,9,3,9,8,8,3,4,3,2,3,1458.3,5.98,5,493.7,2.02
"703",703,41,"No","Travel_Frequently","Sales",1,4,"Other",1,"Female",2,"Healthcare Representative","Divorced",55610,0,"Y",11,8,0,10,2,9,1,7,3,1,3,2,3,1803.1,7.67,14,76.9,0.33
"704",704,35,"No","Travel_Frequently","Sales",1,2,"Technical Degree",1,"Male",2,"Manager","Single",66460,1,"Y",13,8,1,9,2,9,1,1,3,3,3,2,3,2224.3,9.51,15,352.3,1.51
"705",705,51,"No","Travel_Rarely","Sales",18,2,"Life Sciences",1,"Male",4,"Manufacturing Director","Divorced",77250,1,"Y",13,8,1,33,2,33,0,10,3,2,3,3,3,2266.2,9.52,11,362.2,1.52
"706",706,38,"No","Travel_Rarely","Sales",2,4,"Life Sciences",1,"Female",1,"Research Scientist","Divorced",107250,3,"Y",18,8,0,11,5,7,1,7,2,1,3,2,3,1562,6.59,12,334,1.41
"707",707,34,"No","Travel_Rarely","Sales",4,3,"Life Sciences",1,"Male",2,"Research Scientist","Single",88470,1,"Y",16,8,0,10,3,10,9,6,3,1,4,4,3,1660.4,7.25,20,171.6,0.75
"708",708,25,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Female",4,"Research Scientist","Married",20450,3,"Y",19,8,0,7,3,3,1,2,4,4,2,3,3,1433.5,6.31,22,382.5,1.69
"709",709,58,"Yes","Travel_Rarely","Sales",1,4,"Technical Degree",1,"Male",2,"Sales Executive","Married",10090,7,"Y",13,8,2,31,3,10,5,9,3,1,2,4,3,1948.6,8.51,20,116.6,0.51
"710",710,40,"No","Travel_Rarely","Research & Development",14,4,"Medical",1,"Female",1,"Research Scientist","Married",33480,3,"Y",22,8,0,7,2,4,0,3,2,2,3,1,4,1392.1,6.11,21,431.9,1.89
"711",711,36,"No","Travel_Frequently","Sales",16,2,"Life Sciences",1,"Male",1,"Research Scientist","Married",12810,2,"Y",11,8,0,17,2,15,6,13,1,1,2,3,3,1428.2,6.1,15,443.8,1.9
"712",712,48,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences",1,"Male",2,"Research Scientist","Single",28190,1,"Y",20,8,0,11,2,10,0,8,4,4,3,2,4,1845,7.62,7,91,0.38
"713",713,27,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Married",48510,8,"Y",18,8,0,5,2,1,0,0,3,4,3,3,3,1701.6,7.12,10,210.4,0.88
"714",714,51,"No","Travel_Rarely","Research & Development",4,1,"Medical",1,"Female",3,"Manufacturing Director","Single",40280,3,"Y",14,8,0,29,3,5,0,3,4,2,2,3,3,1695.1,7.47,22,120.9,0.53
"715",715,18,"No","Non-Travel","Research & Development",1,4,"Medical",1,"Male",2,"Sales Executive","Single",27200,1,"Y",22,8,1,0,2,0,0,0,4,4,4,3,4,1925.3,7.89,5,26.7,0.11
"716",716,35,"No","Travel_Rarely","Research & Development",1,4,"Other",1,"Female",2,"Research Director","Married",81200,0,"Y",13,8,0,10,2,9,0,0,4,4,3,2,3,1643,7.17,20,189,0.83
"717",717,27,"No","Travel_Frequently","Research & Development",26,4,"Medical",1,"Female",1,"Research Director","Single",46470,3,"Y",17,8,0,8,3,6,0,0,4,4,3,4,3,1744.4,7.36,12,151.6,0.64
"718",718,55,"Yes","Travel_Rarely","Research & Development",19,3,"Technical Degree",1,"Male",1,"Human Resources","Single",46800,6,"Y",14,8,3,24,0,19,3,8,1,3,2,4,3,2116.4,8.71,6,172.4,0.71
"719",719,56,"No","Travel_Rarely","Research & Development",24,4,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",32210,4,"Y",15,8,2,33,2,19,15,9,4,2,3,3,3,2442.5,10.39,14,562.5,2.39
"720",720,34,"No","Non-Travel","Sales",1,2,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",86210,1,"Y",17,8,1,5,1,5,0,0,1,3,3,3,3,1497.8,6.4,15,374.2,1.6
"721",721,40,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Male",2,"Sales Executive","Divorced",45770,5,"Y",11,8,1,15,3,12,11,8,2,3,3,2,3,1534.8,6.5,13,353.2,1.5
